525806,519432
518061,632382
613712,78864
530130,466580
510032,780495
525320,525895
714883,15991
502358,960290
511029,760018
575487,166800
564478,210884
523163,555151
515199,681146
522587,563395
512126,738250
503780,923525
520429,595148
572629,177108
511482,750923
532446,440902
505504,881418
534197,422489
501616,979858
514935,685893
511661,747477
575367,167214
559696,234140
503122,940238
512609,728969
560102,232083
504694,900971
514772,688801
569402,189664
505104,891022
531996,445689
591871,119570
508118,821453
539600,371084
504251,911745
518600,623655
582486,144361
541775,352442
534367,420726
549387,295298
787777,6530
529976,468397
515696,672336
533289,431861
610150,84228
508857,805376
532117,444409
663511,33833
538396,381850
536157,402931
604930,92901
548004,304825
512452,731917
511344,753734
637373,51894
580103,151578
549421,295075
548183,303590
544123,333594
515042,683952
628880,60090
502692,951420
674991,28335
513349,714940
542826,343858
523586,549279
508887,804571
554881,260653
549966,291399
536213,402342
535550,408889
652524,40328
539061,375856
510590,768907
575715,165993
501755,976327
504795,898500
540830,360404
529095,478714
514472,694144
528258,488726
507226,841380
544839,328012
690868,22389
519852,604053
544641,329514
510390,772965
527927,492798
670983,30125
504906,895603
531539,450785
507276,840237
538522,380711
625673,63577
615157,76801
527123,502694
520257,597706
547206,310484
502959,944468
591152,121283
531507,451131
522367,566499
533918,425373
652665,40240
654392,39130
513355,714926
529903,469219
508783,806929
550487,287970
605332,92189
599094,103841
515725,671839
531421,452048
501323,987837
503321,935192
607450,88585
519216,613883
582413,144551
517155,647359
563816,213902
570789,184120
555322,258126
527130,502546
535678,407655
536306,401528
529193,477490
507237,841085
512408,732831
507595,833000
504542,904694
521348,581435
531110,455545
505829,873558
603796,94916
513068,720176
523891,545034
557409,246348
523079,556452
507634,832015
573564,173663
527125,502634
556611,250732
522139,569786
563178,216919
525623,521815
605270,92304
576167,164446
511364,753413
740712,11410
531712,448845
503725,925072
522477,564888
780812,7062
517535,641155
512100,738878
517828,636204
539436,372540
532237,443162
522042,571192
516680,655350
548735,299741
521307,581914
502156,965471
526277,513441
508700,808682
559034,237589
524025,543300
508889,804712
557192,247511
524008,543486
526992,504383
545039,326529
509458,792493
609017,86033
589005,126554
521481,579379
502823,948026
535969,404777
554022,265767
553840,266876
643714,46631
527958,492397
506581,856106
509305,795757
511584,748946
549480,294694
535463,409781
510253,775887
523991,543747
564536,210592
525990,517119
525751,520253
557124,247926
520626,592141
542492,346580
523902,544969
526817,506501
557738,244520
582349,144745
620858,69274
549784,292620
503687,926027
512225,736320
526113,515528
535688,407549
506927,848089
685711,24141
757964,9224
501586,980684
573121,175259
528216,489160
505604,878970
502002,969546
525365,525207
514675,690461
578551,156510
516426,659778
529945,468739
510770,765252
615230,76703
575959,165151
671736,29779
503569,928865
521605,577538
503618,927555
570477,185377
501809,974756
509093,800130
563153,217016
540216,365709
510320,774508
520851,588716
518104,631673
502590,954076
510161,777828
501222,990659
520254,597799
509727,786905
526348,512547
511212,756449
505988,869787
516779,653747
609900,84623
507295,839698
670909,30159
509234,797275
515373,678136
504851,897144
501263,989554
535106,413292
633667,55297
509637,788650
528417,486748
580377,150724
632490,56434
614869,77207
520859,588631
519367,611619
601055,100006
525093,528924
569257,190225
506789,851155
515114,682593
519275,613043
526183,514673
505655,877634
505602,878905
914951,1926
519259,613245
579816,152481
507203,841774
619442,71060
506175,865335
606469,90244
548388,302156
536557,399059
529113,478465
522925,558601
620966,69132
553700,267663
501310,988276
538787,378354
525014,529909
576968,161733
511109,758541
508024,823425
580667,149821
553438,269258
528891,481152
591322,120871
501901,972322
501567,981350
515483,676129
502717,950860
592114,119000
537272,392252
568919,191618
502874,946699
550247,289555
509139,799322
513942,703886
568143,194812
554685,261823
566221,203052
563093,217330
512313,734748
537328,391759
508777,807052
522510,564467
629748,59186
594545,113447
525916,518063
504492,905944
519213,613922
532607,439093
531981,445946
560399,230530
549007,297887
530797,459029
536075,403692
506616,855118
502245,963127
507208,841711
535699,407411
503735,924729
504132,914823
544101,333725
572832,176345
504225,912507
535308,411273
555036,259774
518038,632853
591801,119723
576321,163902
689944,22691
536212,402427
572988,175769
507402,837260
519893,603432
546767,313679
524394,538165
523608,549026
627945,61083
504798,898345
501153,992556
539727,369999
665404,32847
505088,891292
579732,152715
507997,824104
559711,234057
512532,730507
502340,960529
537687,388395
502437,958170
631806,57105
570311,186025
501133,993043
521664,576770
563513,215319
503628,927342
525666,521353
653705,39563
511408,752516
595770,110755
547305,309749
539224,374379
503952,919184
501226,990652
517135,647780
570017,187177
574877,168938
517023,649558
552016,278126
576868,162039
516499,658512
527486,498115
504868,896583
522740,561170
511647,747772
510294,775093
516882,652081
512824,724905
527365,499707
642755,47388
517204,646668
522007,571700
571747,180430
513617,710015
532941,435522
602041,98137
511070,759176
528467,486124
525236,526942
505604,878921
535602,408313
503640,926980
505459,882353
522345,566887
853312,3326
504248,911981
534800,416309
537199,392991
518651,622829
581055,148647
527624,496483
516044,666314
641293,48562
515684,672618
532187,443676
552661,274065
554079,265386
542358,347668
667448,31816
571446,181575
502320,961289
540214,365689
501317,987950
503440,932299
677243,27388
511701,746701
527969,492258
581323,147823
630985,57918
507333,838849
515375,678038
676130,27852
506828,850241
508253,818403
587014,131717
506834,850216
504529,904848
569380,189758
537217,392845
529761,470876
503711,925353
550877,285431
531234,454098
508003,823910
546112,318493
510730,766067
554775,261277
534289,421530
514478,694130
591498,120439
563949,213308
506662,854063
540263,365255
575872,165437
516281,662240
550181,289970
506933,847977
523816,546083
535113,413252
501767,975829
540701,361540
559435,235522
561577,224643
512229,736350
544808,328303
661330,35022
547578,307838
529458,474366
505819,873755
617220,73978
507845,827387
515791,670830
545034,326511
547285,309909
536363,400970
505352,884827
513175,718307
674699,28462
520150,599384
556111,253565
551093,284009
542876,343403
531921,446557
501160,992372
502308,961601
514342,696629
503945,919537
504944,894709
505051,892201
541097,358160
531745,448503
507636,832156
503924,920045
503675,926137
534757,416754
555966,254422
605151,92498
507873,826833
516371,660716
514746,689335
577467,160045
508425,814642
501993,969939
558047,242856
615517,76302
529653,472083
520964,587101
601543,99066
527503,498005
513624,709800
513716,708000
698134,20171
550936,285020
553891,266564
501557,981563
506991,846502
1190800,334
564829,209268
752610,9844
501007,996519
535426,410059
533188,432931
506929,848012
502110,966803
501486,983434
577267,160700
526989,504374
507640,832061
537214,392825
532165,443842
532492,440352
511776,745125
726392,13718
516312,661753
619875,70500
532814,436952
533973,424724
692224,21954
554567,262490
513264,716622
504425,907584
628882,60086
507412,837123
501940,971345
502855,947162
584021,139920
621624,68330
516038,666452
512481,731446
502619,953350
571042,183157
507045,845400
516910,651548
697344,20399
506331,861779
518229,629771
509026,801706
569512,189207
512168,737501
513115,719272
529045,479285
585401,136046
504860,896746
505067,891735
514999,684771
506184,865309
538702,379066
527090,503117
518717,621780
564775,209518
515423,677135
501340,987500
567613,197049
544673,329315
559196,236756
541226,357092
525733,520440
563911,213471
502490,956852
514032,702223
535955,404943
572152,178880
514734,689477
514630,691351
506128,866669
539656,370561
512051,739805
619441,71060
518534,624861
554714,261660
540160,366137
575698,166054
519990,601878
579501,153445
551729,279899
538691,379166
534125,423209
515526,675310
582050,145641
514627,691353
504026,917468
550976,284778
612235,81040
576978,161699
519057,616394
510661,767490
578431,156896
533714,427408
555884,254849
512182,737217
504851,897133
566051,203815
553189,270822
585475,135854
510111,778805
509847,784373
547921,305426
512375,733418
512448,732087
524215,540668
513996,702898
518328,628057
517587,640280
534204,422405
746569,10604
511733,746038
507293,839808
530938,457417
529064,479030
543090,341758
518824,620223
556451,251661
522696,561790
527521,497733
512863,724201
528217,489217
534867,415623
518548,624610
506953,847541
533249,432295
536421,400391
502319,961158
584284,139173
534315,421225
521501,579083
617000,74274
514087,701142
539219,374465
562985,217814
540995,358972
607424,88629
550389,288597
550812,285819
524385,538400
508645,809930
512126,738326
502535,955461
576343,163829
507891,826475
538987,376488
599905,102234
594002,114650
636341,52815
533082,434037
508880,804744
601905,98385
506559,856620
562517,220057
507078,844734
580387,150677
522917,558697
518719,621751
565321,207067
585677,135297
503404,932968
519822,604456
521462,579728
557813,244138
513800,706487
513523,711627
506674,853833
527562,497220
629511,59428
522486,564845
518603,623621
558077,242689
589591,125091
540432,363819
514901,686453
516594,656813
528155,489901
537905,386380
524052,542819
557841,243987
514514,693412
528271,488484
504881,896331
543721,336730
512647,728298
519840,604215
579413,153729
520398,595687
524240,540360
557511,245779
503730,924873
526577,509628
525122,528523
847707,3509
525555,522756
504922,895447
646067,44840
644715,45860
530404,463487
536654,398164
504959,894483
518874,619415
502129,966306
501212,990922
507474,835756
523618,548881
531282,453578
529410,474993
612879,80085
512193,737091
638638,50789
501620,979768
509483,792018
516122,665001
608694,86552
530469,462772
520821,589233
505072,891694
